make,model,year,driveTrain,cylinders,engineTorque,engineType,interiorColor,exteriorColor,horsepower,mileage,mpgHighway,mpgCity,state,transmission,vehicleSize,types,basePrice,body
Toyota,Highlander Hybrid,2019,4WD,6,,,Black,White,,22188,,,Georgia,Automatic,Mid-size,"Hybrids,Sport Utilities",45998.0,4D Sport Utility
Chevrolet,Corvette,2016,2WD,8,460,Gas,Red,Gray,455,10524,29,17,Georgia,Automatic,Compact,"Coupes,Sports Cars",51998.0,2D Coupe
Chrysler,200,2013,2WD,6,260,Gas,Black,Gray,283,97066,29,19,Indiana,Automatic,Mid-size,"Luxury Vehicles,Sedans",12998.0,4D Sedan
Ford,Escape,2017,2WD,4,177,Turbo Gas,Gray,Gray,179,23455,30,23,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Mitsubishi,Eclipse Cross,2018,4WD,4,184,Turbo Gas,Black,Gray,152,28905,26,25,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
Hyundai,Tucson,2018,2WD,4,151,Gas,Gray,Black,164,25790,30,23,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",22998.0,4D Sport Utility
Toyota,Corolla,2019,2WD,4,128,Gas,Gray,Silver,132,45471,36,28,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Kia,Forte,2018,2WD,4,132,Gas,Black,Gray,147,31235,37,25,Georgia,Automatic,Compact,Sedans,17998.0,4D Sedan
Kia,Soul,2018,2WD,4,118,Gas,Black,Gray,130,42821,30,25,Georgia,Automatic,Compact,"Sport Utilities,Wagons",17998.0,4D Wagon
Hyundai,Tucson,2020,4WD,4,175,Gas,Gray,Black,181,13879,26,21,Kentucky,Automatic,Compact,"Crossovers,Sport Utilities",33998.0,4D Sport Utility
Lincoln,MKX,2018,2WD,6,278,Gas,Black,White,303,59049,25,17,Kentucky,Automatic,Mid-size,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
Hyundai,Elantra,2018,2WD,4,132,Gas,Black,Red,147,58389,37,28,Kentucky,Automatic,Compact,Sedans,17998.0,4D Sedan
Jeep,Renegade,2021,4WD,4,,,Black,Orange,,7294,,,Kentucky,Automatic,,Sport Utilities,28998.0,4D Sport Utility
Toyota,Tacoma,2017,2WD,6,265,Gas,Gray,Black,278,26319,24,19,Kentucky,Automatic,Mid-size,Pickup Trucks,33998.0,4D Crew Cab
Lexus,ES 350,2016,2WD,6,248,Gas,Brown,Brown,268,43110,31,21,Georgia,Automatic,Mid-size,"Luxury Vehicles,Sedans",28998.0,4D Sedan
Ford,Escape,2018,2WD,4,177,Turbo Gas,Black,Gray,179,45372,30,23,Illinois,Automatic,Compact,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
Ford,Escape,2017,4WD,4,177,Turbo Gas,Black,Black,179,23331,28,22,Illinois,Automatic,Compact,"Crossovers,Sport Utilities",26998.0,4D Sport Utility
Cadillac,ATS,2019,2WD,4,295,Turbo Gas,Black,Red,272,5893,30,22,Georgia,Automatic,Mid-size,Coupes,35998.0,2D Coupe
Toyota,Corolla,2019,2WD,4,128,Gas,Black,White,132,9357,35,28,Florida,Automatic,Compact,Sedans,21998.0,4D Sedan
Jeep,Wrangler,2019,4WD,6,260,Gas,Black,Gray,285,53928,23,17,Georgia,Automatic,Compact,Sport Utilities,35998.0,4D Sport Utility
GMC,Acadia,2019,2WD,6,271,Gas,Tan,White,310,17325,25,18,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",42998.0,4D Sport Utility
Mini,Cooper Countryman PHEV,2019,4WD,4,,,Black,Black,,13917,,,Tennessee,Automatic,Compact,"Hybrids,Sport Utilities",33998.0,4D Sport Utility
Lexus,GX 460,2017,4WD,8,329,Gas,Black,White,301,49211,18,15,Tennessee,Automatic,Mid-size,"Luxury Vehicles,Sport Utilities",39998.0,4D Sport Utility
Chevrolet,Cruze Limited,2016,2WD,2,148,Turbo Gas,Black,Black,138,43503,38,26,Tennessee,Automatic,,Sedans,17998.0,4D Sedan
GMC,Yukon,2019,4WD,8,,,Black,Silver,,57390,,,Florida,Automatic,Full-size,Sport Utilities,61998.0,4D Sport Utility
Dodge,Charger,2019,2WD,8,,,Black,Black,,13875,,,Florida,Automatic,Full-size,Sedans,47998.0,4D Sedan
Chevrolet,Tahoe,2017,4WD,8,383,Gas,Gray,White,355,46045,22,16,Georgia,Automatic,Full-size,Sport Utilities,46998.0,4D Sport Utility
Nissan,Altima,2015,2WD,4,180,Gas,Black,Black,182,93082,38,27,Georgia,Automatic,Mid-size,Sedans,14998.0,4D Sedan
Chrysler,Pacifica,2021,4WD,6,262,Gas,Black,Red,287,23031,,,Indiana,Automatic,Mid-size,Minivans and Vans,45998.0,4D Pass Van
Chevrolet,Equinox,2019,2WD,4,203,Turbo Gas,Black,Gray,170,21776,32,26,Indiana,Automatic,Mid-size,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Dodge,Challenger,2018,2WD,8,410,Gas,Black,Gray,375,35951,23,15,Kentucky,Manual 6 Speed,Compact,"Coupes,Sports Cars",31998.0,2D Coupe
Jeep,Cherokee,2019,4WD,6,239,Gas,Black,Black,271,24338,27,19,Indiana,Automatic,Mid-size,Sport Utilities,29998.0,4D Sport Utility
Chevrolet,Cruze Limited,2016,2WD,4,148,Turbo Gas,Black,Red,138,44022,38,26,Indiana,Automatic,,Sedans,16998.0,4D Sedan
Ford,Fusion,2020,4WD,4,275,Turbo Gas,Black,Black,245,43893,29,20,Georgia,Automatic,Mid-size,Sedans,25998.0,4D Sedan
Nissan,Rogue,2018,2WD,4,175,Gas,Black,Black,170,53687,33,26,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",19998.0,4D Sport Utility
Honda,Accord,2019,2WD,4,192,Turbo Gas,Black,White,192,21160,38,30,Georgia,Automatic,Mid-size,Sedans,28998.0,4D Sedan
Toyota,RAV4,2019,4WD,4,184,Gas,Gray,Gray,203,52771,33,25,Colorado,Automatic,Compact,"Crossovers,Sport Utilities",26998.0,4D Sport Utility
Toyota,Yaris,2019,2WD,4,103,Gas,Gray,White,106,25722,40,32,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Jeep,Compass,2018,4WD,4,175,Gas,Black,Blue,180,37238,31,22,Indiana,Automatic,Compact,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
Kia,Optima,2017,2WD,4,260,Turbo Gas,Black,White,245,47028,,,Indiana,Automatic,Mid-size,Sedans,22998.0,4D Sedan
Cadillac,ATS,2017,4WD,4,295,Turbo Gas,Gray,Red,272,40242,30,22,Indiana,Automatic,Mid-size,"Luxury Vehicles,Sedans",27998.0,4D Sedan
Kia,Optima,2019,2WD,4,178,Gas,Black,Gray,185,42980,33,24,Indiana,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Lexus,RX 350,2019,2WD,6,267,Gas,Black,White,295,20749,28,20,Florida,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",40998.0,4D Sport Utility
Jeep,Grand Cherokee,2021,4WD,6,260,Gas,Black,Black,293,2895,,,Georgia,Automatic,Mid-size,Sport Utilities,46998.0,4D Sport Utility
Chevrolet,Malibu,2020,2WD,4,184,Turbo Gas,Gray,Black,160,48426,36,29,Georgia,Automatic,Mid-size,Sedans,22998.0,4D Sedan
Honda,Fit,2019,2WD,4,113,Gas,Black,White,128,4353,40,33,Georgia,Automatic,Compact,"Sedans,Wagons",21998.0,4D Hatchback
Jeep,Cherokee,2020,2WD,4,171,Gas,Black,Gray,180,15208,31,22,Georgia,Automatic,Mid-size,Sport Utilities,28998.0,4D Sport Utility
BMW,528,2016,4WD,4,260,Turbo Gas,Black,Gray,240,52770,34,22,Georgia,Automatic,Mid-size,"Luxury Vehicles,Sedans",26998.0,4D Sedan
Kia,Sportage,2016,2WD,4,177,Gas,Black,Black,182,43422,28,21,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",19998.0,4D Sport Utility
Hyundai,Sonata Hybrid,2016,2WD,4,140,Hybrid,Tan,White,193,53266,44,40,Georgia,Automatic,Mid-size,"Sedans,Hybrids",18998.0,4D Sedan
Mazda,CX-5,2018,2WD,4,186,Gas,Black,Silver,187,20481,31,25,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Jeep,Cherokee,2019,4WD,4,295,Turbo Gas,Black,Black,270,19972,24,18,Kentucky,Automatic,Mid-size,Sport Utilities,33998.0,4D Sport Utility
Mazda,CX-9,2018,4WD,4,310,Turbo Gas,Black,Blue,227,29360,26,20,Kentucky,Automatic,Full-size,"Crossovers,Sport Utilities",32998.0,4D Sport Utility
Chevrolet,Trax,2019,2WD,4,148,Turbo Gas,Black,Black,138,39859,31,26,Kentucky,Automatic,,"Crossovers,Sport Utilities",18998.0,4D Sport Utility
Jeep,Compass,2020,4WD,4,175,Gas,Black,Black,180,8633,30,22,Illinois,Automatic,Compact,"Crossovers,Sport Utilities",28998.0,4D Sport Utility
Porsche,Boxster,2016,2WD,6,266,Gas,Black,White,315,21939,28,20,Georgia,Automatic,Compact,"Convertibles,Luxury Vehicles,Sports Cars",60998.0,2D Convertible
Ford,F150,2020,4WD,6,,Turbo Gas,Black,White,,13550,,,Illinois,Automatic,Full-size,Pickup Trucks,44998.0,4D Crew Cab
Lexus,ES 350,2013,2WD,6,248,Gas,Gray,Silver,268,122504,31,21,Georgia,Automatic,Mid-size,"Luxury Vehicles,Sedans",17998.0,4D Sedan
Land Rover,Range Rover Sport,2016,4WD,6,332,Supercharged Gas,Brown,Red,340,54303,23,17,Illinois,Automatic,Mid-size,"Luxury Vehicles,Sport Utilities",46998.0,4D Sport Utility
Chevrolet,Tahoe,2018,2WD,8,383,Gas,Black,Gray,355,30550,23,16,Florida,Automatic,Full-size,Sport Utilities,39998.0,4D Sport Utility
Chevrolet,Traverse,2016,4WD,6,266,Gas,Black,Silver,281,88590,22,15,Illinois,Automatic,Mid-size,Sport Utilities,21998.0,4D Sport Utility
Land Rover,Range Rover Evoque,2018,4WD,4,251,Turbo Gas,Black,Black,237,42310,29,22,Georgia,Automatic,Compact,"Luxury Vehicles,Sport Utilities",33998.0,4D Sport Utility
Jeep,Cherokee,2018,2WD,6,239,Gas,Black,Blue,271,10050,30,21,Georgia,Automatic,Mid-size,Sport Utilities,24998.0,4D Sport Utility
Nissan,Rogue,2018,2WD,4,,,Black,Gray,,57050,,,Georgia,Automatic,Compact,Sport Utilities,19998.0,4D Sport Utility
Toyota,Highlander,2013,4WD,6,248,Gas,Gray,White,270,84986,22,17,Indiana,Automatic,Mid-size,"Crossovers,Sport Utilities",22998.0,4D Sport Utility
Honda,Accord,2019,2WD,4,273,Turbo Gas,Black,Silver,252,29274,32,22,Georgia,Automatic,Mid-size,Sedans,31998.0,4D Sedan
Toyota,Camry,2018,2WD,4,184,Gas,Gray,Silver,203,33770,39,28,Georgia,Automatic,Mid-size,Sedans,22998.0,4D Sedan
Ram,2500,2020,4WD,8,429,Gas,Black,White,410,12381,,,Georgia,Automatic,,Pickup Trucks,60998.0,4D Crew Cab
Chevrolet,Silverado 1500,2018,4WD,8,383,Gas,Black,Red,355,53826,22,16,Tennessee,Automatic,Full-size,Pickup Trucks,41998.0,4D Crew Cab
Toyota,RAV4,2018,2WD,4,172,Gas,Gray,Blue,176,23735,30,23,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",27998.0,4D Sport Utility
Toyota,Corolla,2018,2WD,4,128,Gas,Tan,White,132,25395,36,28,Georgia,Automatic,Compact,Sedans,19998.0,4D Sedan
Hyundai,Elantra,2018,2WD,4,132,Gas,Gray,Red,147,48100,37,28,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Toyota,RAV4,2017,2WD,4,172,Gas,Black,Silver,176,30900,30,23,Kentucky,Automatic,Compact,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Ford,EcoSport,2020,2WD,3,125,Turbo Gas,Gray,Silver,123,7774,29,27,Kentucky,Automatic,Mid-size,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Honda,Accord,2013,2WD,4,181,Gas,Tan,Gold,185,39276,36,27,Kentucky,Automatic,Mid-size,Sedans,18998.0,4D Sedan
Mercedes-Benz,GLB250,2020,4WD,4,258,Turbo Gas,Black,Black,221,20626,31,23,Georgia,Automatic,,"Luxury Vehicles,Sport Utilities",42998.0,4D Sport Utility
Chevrolet,Spark,2017,2WD,4,94,Gas,Black,Black,98,28007,39,30,Illinois,Automatic,Compact,Sedans,15998.0,4D Hatchback
Toyota,Corolla,2020,2WD,4,126,Gas,Tan,Blue,139,52660,38,30,Illinois,Automatic,Compact,Sedans,19998.0,4D Sedan
Lincoln,Nautilus,2019,2WD,4,275,Turbo Gas,Tan,White,245,15218,26,21,Georgia,Automatic,,Sport Utilities,37998.0,4D Sport Utility
Ford,Escape,2019,4WD,4,275,Turbo Gas,Black,Black,245,17839,27,21,Illinois,Automatic,Compact,"Crossovers,Sport Utilities",29998.0,4D Sport Utility
Mitsubishi,Outlander Sport,2018,2WD,4,167,Gas,Black,Black,168,16868,29,23,Florida,Automatic,Mid-size,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Chevrolet,Equinox,2018,2WD,4,203,Turbo Gas,Black,Gold,170,21126,32,26,Georgia,Automatic,Mid-size,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Toyota,Camry,2018,2WD,4,184,Gas,Black,White,203,18828,39,28,Florida,Automatic,Mid-size,Sedans,27998.0,4D Sedan
Nissan,Armada,2018,4WD,8,394,Gas,Black,Gray,390,69277,18,13,Georgia,Automatic,Full-size,Sport Utilities,37998.0,4D Sport Utility
Nissan,Altima,2019,2WD,4,178,Gas,Black,Blue,182,41441,39,28,Tennessee,Automatic,Mid-size,Sedans,25998.0,4D Sedan
Ram,1500,2016,4WD,6,269,Gas,Gray,White,305,48502,23,16,Tennessee,Automatic,,Pickup Trucks,28998.0,4D Crew Cab
Nissan,Rogue,2016,2WD,4,175,Gas,Black,Red,170,23638,33,26,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
Porsche,Cayenne,2014,4WD,6,,,Black,Black,,45545,,,Georgia,Automatic,Mid-size,"Luxury Vehicles,Sport Utilities,Sports Cars",37998.0,4D Sport Utility
Ford,Expedition,2011,2WD,8,365,Gas,Gray,White,310,72406,20,14,Georgia,Automatic,Full-size,Sport Utilities,21998.0,4D Sport Utility
Audi,Q5,2016,4WD,4,258,Turbo Gas,Gray,Blue,220,70361,28,20,Georgia,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",25998.0,4D Sport Utility
Honda,Odyssey,2013,2WD,6,250,Gas,Tan,Black,248,125072,28,19,Georgia,Automatic,Mid-size,Minivans and Vans,18998.0,4D Pass Ext Van
Chevrolet,Colorado,2019,2WD,6,275,Gas,Gray,Blue,308,4849,26,20,Indiana,Automatic,Compact,Pickup Trucks,33998.0,4D Crew Cab
Jeep,Grand Cherokee,2019,4WD,6,260,Gas,Black,Blue,293,13437,25,18,Indiana,Automatic,Mid-size,Sport Utilities,37998.0,4D Sport Utility
Toyota,RAV4,2018,2WD,4,172,Gas,Tan,Blue,176,30976,29,23,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",28998.0,4D Sport Utility
Toyota,Camry,2020,2WD,4,186,Gas,Black,Silver,206,5927,,27,Indiana,Automatic,Mid-size,Sedans,34998.0,4D Sedan
GMC,Acadia,2019,2WD,4,188,Gas,Gray,Brown,193,32451,26,21,Georgia,Automatic,Mid-size,"Crossovers,Sport Utilities",27998.0,4D Sport Utility
Acura,MDX,2016,4WD,6,267,Gas,Gray,Blue,290,50553,26,19,Georgia,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",31998.0,4D Sport Utility
Lexus,ES 350,2018,2WD,6,248,Gas,White,Blue,268,26388,30,21,Indiana,Automatic,Mid-size,"Luxury Vehicles,Sedans",33998.0,4D Sedan
Toyota,Sienna,2014,2WD,6,245,Gas,Tan,Blue,266,95734,25,18,Georgia,Automatic,Mid-size,Minivans and Vans,22998.0,4D Pass Van
Ford,Expedition,2020,2WD,6,470,Turbo Gas,Brown,Gold,375,27805,,17,Georgia,Automatic,Full-size,Sport Utilities,67998.0,4D Sport Utility
Chevrolet,Traverse,2019,2WD,6,266,Gas,Gray,White,310,53615,27,18,Georgia,Automatic,Mid-size,Sport Utilities,34998.0,4D Sport Utility
Chevrolet,Sonic,2016,2WD,4,148,Turbo Gas,Black,Black,138,101469,37,27,Georgia,Automatic,Compact,Sedans,12599.0,4D Hatchback
Chevrolet,Equinox,2020,2WD,4,203,Turbo Gas,Black,Black,170,7963,31,26,Georgia,Automatic,Mid-size,"Crossovers,Sport Utilities",30998.0,4D Sport Utility
GMC,Sierra 1500,2016,2WD,8,383,Gas,Tan,White,355,93830,23,16,Georgia,Automatic,Full-size,Pickup Trucks,33998.0,4D Crew Cab
Toyota,Camry,2020,2WD,4,184,Gas,Gray,Black,203,2387,,28,Georgia,Automatic,Mid-size,Sedans,28998.0,4D Sedan
Toyota,Corolla,2016,2WD,4,128,Gas,Gray,Silver,132,57225,,,Georgia,Automatic,Compact,Sedans,17998.0,4D Sedan
Ford,F150,2019,2WD,8,400,Gas,Gray,Black,395,44512,26,20,Georgia,Automatic,Full-size,Pickup Trucks,33998.0,4D Crew Cab
Lincoln,Nautilus,2019,4WD,4,275,Turbo Gas,Black,Silver,245,33536,25,20,Georgia,Automatic,,Sport Utilities,38998.0,4D Sport Utility
Toyota,Corolla,2019,2WD,4,128,Gas,Black,Gray,132,35358,36,28,Georgia,Automatic,Compact,Sedans,19998.0,4D Sedan
Ford,Fusion,2018,2WD,4,,Turbo Gas,Gray,White,,43362,,,Georgia,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Hyundai,Veloster,2017,2WD,4,120,Gas,Black,Gray,132,26939,35,28,Georgia,Automatic,Compact,,18998.0,3D Hatchback
Honda,Pilot,2017,2WD,6,262,Gas,Brown,Green,280,47788,27,20,Georgia,Automatic,Mid-size,"Crossovers,Sport Utilities",32998.0,4D Sport Utility
Toyota,Corolla,2017,2WD,4,128,Gas,Tan,White,132,18007,36,28,Georgia,Automatic,Compact,Sedans,19998.0,4D Sedan
Subaru,Ascent,2019,4WD,4,277,Turbo Gas,Black,White,260,34399,27,21,Kentucky,Automatic,,Sport Utilities,32998.0,4D Sport Utility
Honda,Civic,2018,2WD,4,162,Turbo Gas,Black,Black,174,26084,42,32,Indiana,Automatic,Compact,Sedans,24998.0,4D Sedan
Ram,1500,2020,4WD,8,410,Gas,Gray,White,395,12150,24,19,Kentucky,Automatic,,Pickup Trucks,40998.0,4D Crew Cab
Nissan,Rogue,2017,4WD,4,175,Gas,Black,Gray,170,43985,32,25,Kentucky,Automatic,Compact,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
BMW,650,2016,4WD,8,480,Turbo Gas,White,Blue,445,40611,24,15,Illinois,Automatic,Full-size,"Convertibles,Luxury Vehicles,Coupes,Sports Cars",45998.0,2D Convertible
Volkswagen,Atlas,2020,4WD,6,266,Gas,Black,Black,276,18575,,16,Illinois,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",44998.0,4D Sport Utility
Toyota,4Runner,2016,4WD,6,278,Gas,Black,Black,270,15662,21,17,Illinois,Automatic,Mid-size,Sport Utilities,42998.0,4D Sport Utility
Chevrolet,Malibu Hybrid,2018,2WD,4,129,Hybrid,Brown,White,124,44353,43,49,Illinois,Automatic,Mid-size,"Sedans,Hybrids",22998.0,4D Sedan
Infiniti,QX80,2014,4WD,8,413,Gas,Tan,Red,400,88225,20,14,Georgia,Automatic,Full-size,Sport Utilities,34998.0,4D Sport Utility
Volkswagen,GTI,2016,2WD,4,258,Turbo Gas,Black,White,210,79934,34,25,Illinois,Manual 6 Speed,Compact,"Coupes,Sports Cars",19998.0,2D Hatchback
Ford,Expedition,2019,4WD,6,480,Turbo Gas,Black,Black,400,12291,22,17,Illinois,Automatic,Full-size,Sport Utilities,69998.0,4D Sport Utility
Chevrolet,Traverse,2021,2WD,6,,,Black,Red,,6163,,,Illinois,Automatic,Mid-size,Sport Utilities,40998.0,4D Sport Utility
GMC,Yukon,2017,4WD,8,383,Gas,Black,Black,355,63031,22,16,Illinois,Automatic,Full-size,Sport Utilities,50998.0,4D Sport Utility
Chevrolet,Silverado 1500,2016,4WD,8,,Hybrid,Black,White,,88467,22,17,Georgia,Automatic,Full-size,Pickup Trucks,38998.0,4D Crew Cab
Dodge,Journey,2018,4WD,6,260,Gas,Black,White,283,54924,24,16,Illinois,Automatic,Mid-size,Sport Utilities,23998.0,4D Sport Utility
Ford,Fusion,2017,2WD,4,270,Turbo Gas,Black,Black,231,51987,31,21,Georgia,Automatic,Mid-size,Sedans,21998.0,4D Sedan
Jeep,Cherokee,2019,4WD,4,171,Gas,Black,Black,180,28566,29,21,Georgia,Automatic,Mid-size,Sport Utilities,25998.0,4D Sport Utility
Ford,Explorer,2018,2WD,6,255,Gas,Black,White,290,25276,24,17,Georgia,Automatic,Mid-size,Sport Utilities,31998.0,4D Sport Utility
Acura,RDX,2020,4WD,4,280,Turbo Gas,Red,Blue,272,10654,27,21,Indiana,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",44998.0,4D Sport Utility
Toyota,Corolla,2018,2WD,4,128,Gas,Black,Gray,132,26616,36,28,Georgia,Automatic,Compact,Sedans,20998.0,4D Sedan
Kia,Sportage,2020,2WD,4,175,Gas,Black,White,181,15884,30,23,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Ford,Escape,2014,4WD,4,184,Turbo Gas,Gray,Black,173,84343,30,22,Indiana,Automatic,Compact,"Crossovers,Sport Utilities",15998.0,4D Sport Utility
Honda,Accord,2017,2WD,4,181,Gas,Tan,Gold,185,51163,36,27,Georgia,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Toyota,Corolla,2017,2WD,4,128,Gas,Black,Gray,132,43418,36,28,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Porsche,Macan,2018,4WD,4,273,Turbo Gas,Tan,Black,252,33881,25,20,Tennessee,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",45998.0,4D Sport Utility
Lexus,ES 350,2021,2WD,6,267,Gas,Black,Silver,302,7772,31,22,Tennessee,Automatic,Mid-size,Sedans,47998.0,4D Sedan
Toyota,Highlander,2019,4WD,6,263,Gas,Black,Gray,295,19575,26,20,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",41998.0,4D Sport Utility
GMC,Yukon,2016,4WD,8,383,Gas,Black,White,355,62357,22,16,Tennessee,Automatic,Full-size,Sport Utilities,45998.0,4D Sport Utility
Chevrolet,Cruze,2019,2WD,4,177,Turbo Gas,Black,Red,153,21803,38,28,Tennessee,Automatic,Compact,Sedans,17998.0,4D Hatchback
Ford,Ranger,2021,4WD,4,,,Gray,Red,,3925,,,Kentucky,Automatic,Compact,Pickup Trucks,38998.0,4D Crew Cab
Nissan,Rogue,2019,2WD,4,175,Gas,Black,Black,170,24892,33,26,Kentucky,Automatic,Compact,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Kia,Sedona,2020,2WD,6,248,Gas,Gray,Silver,276,10308,24,18,Kentucky,Automatic,Mid-size,Minivans and Vans,32998.0,4D Pass Van
BMW,X3,2016,4WD,4,260,Turbo Gas,Black,Black,240,54839,28,21,Illinois,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",28998.0,4D Sport Utility
Subaru,Legacy,2019,4WD,4,174,Gas,Black,White,175,22471,34,25,Illinois,Automatic,Mid-size,Sedans,27998.0,4D Sedan
Subaru,Outback,2019,4WD,4,174,Gas,Black,Blue,175,52994,32,25,Illinois,Automatic,Mid-size,"Sport Utilities,Wagons",28998.0,4D Wagon
Ford,Fusion,2018,2WD,4,,Turbo Gas,Black,Red,,19565,,,Illinois,Automatic,Mid-size,Sedans,19998.0,4D Sedan
Hyundai,Palisade,2020,2WD,6,262,Gas,Black,Black,291,15495,26,19,Georgia,Automatic,,Sport Utilities,42998.0,4D Sport Utility
Volkswagen,Jetta,2015,2WD,4,125,Gas,Black,Black,115,62390,34,23,Georgia,Automatic,Mid-size,Sedans,15998.0,4D Sedan
Chevrolet,Trax,2016,4WD,4,148,Turbo Gas,Black,White,138,57830,31,24,Georgia,Automatic,,"Crossovers,Sport Utilities",17998.0,4D Sport Utility
Hyundai,Tucson,2017,2WD,4,151,Gas,Tan,White,164,78728,30,23,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",18998.0,4D Sport Utility
Chevrolet,Malibu,2017,2WD,4,184,Turbo Gas,Gray,White,160,41492,36,27,Tennessee,Automatic,Mid-size,Sedans,19998.0,4D Sedan
Toyota,Tacoma,2020,2WD,4,180,Gas,Gray,Red,159,24720,,,Tennessee,Automatic,Mid-size,Pickup Trucks,33998.0,4D Crew Cab
Porsche,Macan,2016,4WD,6,339,Turbo Gas,Black,Silver,340,51560,23,17,Georgia,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",43998.0,4D Sport Utility
Cadillac,XT5,2017,2WD,6,271,Gas,Black,Silver,310,48245,27,19,Georgia,Automatic,Full-size,Sport Utilities,31998.0,4D Sport Utility
Ford,Fusion,2018,4WD,4,270,Turbo Gas,Black,Black,231,50355,29,20,Georgia,Automatic,Mid-size,Sedans,22998.0,4D Sedan
Jeep,Cherokee,2016,2WD,4,171,Gas,Black,White,184,81091,31,22,Indiana,Automatic,Mid-size,Sport Utilities,19998.0,4D Sport Utility
Ford,F150,2018,4WD,6,400,Turbo Gas,Gray,Gray,325,19020,24,19,Indiana,Automatic,Full-size,Pickup Trucks,48998.0,4D Crew Cab
Ram,1500,2020,4WD,8,410,Gas,Black,Red,395,4779,24,19,Indiana,Automatic,,Pickup Trucks,51998.0,4D Crew Cab
Jeep,Cherokee,2016,4WD,6,239,Gas,Black,Black,271,86790,28,21,Tennessee,Automatic,Mid-size,Sport Utilities,18998.0,4D Sport Utility
Toyota,Camry,2018,2WD,4,184,Gas,Tan,Blue,203,17668,39,28,Georgia,Automatic,Mid-size,Sedans,26998.0,4D Sedan
Hyundai,Elantra,2019,2WD,4,132,Gas,Black,Silver,147,52349,37,28,Georgia,Automatic,Compact,Sedans,17998.0,4D Sedan
Toyota,Corolla,2020,2WD,4,126,Gas,Black,White,139,50914,38,30,Georgia,Automatic,Compact,Sedans,19998.0,4D Sedan
GMC,Acadia,2020,4WD,6,258,Gas,Black,Red,230,21475,,,Indiana,Automatic,Mid-size,"Crossovers,Sport Utilities",35998.0,4D Sport Utility
Toyota,Corolla,2021,2WD,4,126,Gas,Black,Red,139,23306,,,Indiana,Automatic,Compact,Sedans,22998.0,4D Sedan
Ford,Focus,2018,2WD,4,146,Gas,Black,Blue,160,58926,34,24,Indiana,Automatic,Compact,Sedans,18998.0,4D Sedan
Chevrolet,Silverado 1500,2019,4WD,8,383,Gas,Black,Black,355,25781,22,19,Kentucky,Automatic,Full-size,Pickup Trucks,46998.0,4D Crew Cab
Volkswagen,Jetta,2019,2WD,4,184,Turbo Gas,Black,Black,147,53239,40,30,Indiana,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Land Rover,LR4,2016,4WD,6,332,Supercharged Gas,Black,Red,340,53985,19,15,Georgia,Automatic,Mid-size,"Luxury Vehicles,Sport Utilities",44998.0,4D Sport Utility
Jeep,Wrangler,2021,4WD,4,295,Turbo Gas,Black,Gray,270,3571,24,21,Georgia,Automatic,Compact,Sport Utilities,47998.0,4D Sport Utility
Ford,F150,2017,4WD,6,470,Turbo Gas,Black,Black,375,72816,21,15,Georgia,Automatic,Full-size,Pickup Trucks,43998.0,4D Crew Cab
